Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
7,5,351,Balin,PERSON,0.16190064,-0.100000001,0.300000012
7,15,592,Balin,PERSON,0.092874795,0,0.200000003
7,17,186,Balin,PERSON,0.492429346,0,0
7,18,35,Balin,PERSON,0.655742824,0,0
7,53,1168,Balin,PERSON,0.002185295,0,0
8,68,512,Balin,PERSON,0.020453349,0,0
8,71,110,Balin,PERSON,0.385291427,0,0
9,21,428,Balin,PERSON,0.011733247,0,0
9,24,230,Balin,PERSON,0.034261186,0.100000001,0.100000001
9,53,135,Balin,PERSON,0.821367323,0,0.200000003
9,72,556,Balin,PERSON,0.019015294,0,0
9,130,538,Balin,PERSON,0.12808767,0,0
9,136,1680,Balin,PERSON,0.00698088,0.100000001,0.100000001
9,137,424,Balin,PERSON,0.039426684,-0.200000003,0.699999988
10,8,241,Balin,PERSON,0.38295567,0,0
10,26,98,Balin,PERSON,0.199811742,0,0
10,27,205,Balin,PERSON,0.863483191,0.200000003,0.800000012
10,37,741,Balin,PERSON,0.082041323,0,0
10,38,871,Balin,PERSON,0.027244523,0,0.100000001
10,39,344,Balin,PERSON,0.045798875,0,0
11,13,403,Balin,PERSON,0.104156524,-0.800000012,0.800000012
12,3,425,Balin,PERSON,0.314165324,0.100000001,0.200000003
12,7,577,Balin,PERSON,0.052091472,0.100000001,0.100000001
12,8,302,Balin,PERSON,0.63139528,-0.100000001,0.5
12,9,600,Balin,PERSON,0.00682356,0,0
12,13,297,Balin,PERSON,0.816639125,0,0.100000001
13,4,353,Balin,PERSON,0.105119921,0,0.100000001
13,7,696,Balin,PERSON,0.050435245,0,0
13,17,486,Balin,PERSON,0.364753157,0.400000006,1.299999952
13,25,211,Balin,PERSON,0.018580077,0,0
13,87,447,Balin,PERSON,0.747534275,0,0.200000003
13,94,1047,Balin,PERSON,0.038832802,0.300000012,0.300000012
14,25,238,Balin,PERSON,0.082175128,0.200000003,0.200000003
14,29,120,Balin,PERSON,0.696415544,0.100000001,0.5
14,53,158,Balin,PERSON,0.759653211,0.100000001,0.300000012
14,60,335,Balin,PERSON,0.042514659,0,0
14,61,70,Balin,PERSON,0.099144928,0.100000001,0.100000001
14,62,938,Balin,PERSON,0.010504073,0,0
14,65,542,Balin,PERSON,0.159548819,0,0
16,5,167,Balin,PERSON,0.613099098,0,0
16,7,43,Balin,PERSON,0.651547134,0,0
16,12,127,Balin,PERSON,0.746777773,0.100000001,0.300000012
16,14,401,Balin,PERSON,0.053542707,0,0
16,32,156,Balin,PERSON,0.192499444,0,0
18,61,672,Balin,PERSON,0.011240738,-0.300000012,0.300000012
19,33,418,Balin,PERSON,0.042841341,0,0
19,39,337,Balin,PERSON,0.061555047,0,0
19,40,257,Balin,PERSON,0.014791767,0.200000003,0.200000003
20,102,264,Balin,PERSON,0.010042376,0,0
20,103,286,Balin,PERSON,0.029829951,0,0
20,106,213,Balin,PERSON,0.436372697,0.100000001,0.200000003
15,12,663,Bard,PERSON,0.053200327,0,0
15,17,560,Bard,PERSON,0.005719115,-0.100000001,0.100000001
15,19,229,Bard,PERSON,0.094237775,0,0
15,20,168,Bard,PERSON,0.76179111,0,0.600000024
15,23,278,Bard,PERSON,0.014885663,0,0
15,26,346,Bard,PERSON,0.156134948,0.200000003,1.600000024
15,28,148,Bard,PERSON,0.771351993,0.100000001,0.300000012
15,29,83,Bard,PERSON,0.976279974,0.200000003,1.200000048
15,30,532,Bard,PERSON,0.049222689,0.100000001,0.300000012
15,31,252,Bard,PERSON,0.498423398,0,0
15,32,786,Bard,PERSON,0.840396285,0,1
15,34,416,Bard,PERSON,0.150352225,-0.100000001,0.100000001
15,37,699,Bard,PERSON,0.297748566,0.100000001,0.300000012
15,38,594,Bard,PERSON,0.429674894,0,0.200000003
15,40,504,Bard,PERSON,0.063880086,0,0
15,41,821,Bard,PERSON,0.042138517,0,0
16,21,501,Bard,PERSON,0.185227722,0,0.100000001
16,71,659,Bard,PERSON,0.280755281,0.100000001,0.600000024
16,75,233,Bard,PERSON,0.113361731,0,0
16,77,277,Bard,PERSON,0.077406511,0.100000001,0.200000003
16,79,610,Bard,PERSON,0.121572278,0.100000001,0.699999988
17,23,220,Bard,PERSON,0.030009842,0.300000012,0.600000024
17,26,303,Bard,PERSON,0.011779043,0.100000001,0.100000001
17,29,63,Bard,PERSON,0.781269789,0,0
17,33,106,Bard,PERSON,0.196790546,-0.100000001,0.100000001
17,34,175,Bard,PERSON,0.126055419,0,0
17,37,263,Bard,PERSON,0.020210281,-0.100000001,0.100000001
17,38,354,Bard,PERSON,0.004549936,0,0
17,43,273,Bard,PERSON,0.062042814,0.100000001,0.100000001
18,3,390,Bard,PERSON,0.00582977,0,0
18,4,61,Bard,PERSON,0.315622628,0,0
18,11,90,Bard,PERSON,0.224206969,0.100000001,0.100000001
18,23,45,Bard,PERSON,0.325120538,0,0
18,29,304,Bard,PERSON,0.354349613,0,0
18,32,374,Bard,PERSON,0.008664042,0.200000003,0.200000003
18,34,826,Bard,PERSON,0.228462934,0,0.200000003
18,35,506,Bard,PERSON,0.011035291,-0.200000003,0.200000003
18,36,378,Bard,PERSON,0.092929885,0,0
18,38,233,Bard,PERSON,0.042361025,0,0
18,45,591,Bard,PERSON,0.02578414,0,0
18,47,100,Bard,PERSON,0.073020041,0,0
18,48,952,Bard,PERSON,0.008217491,0,0
18,54,536,Bard,PERSON,0.005686075,0,0
18,58,456,Bard,PERSON,0.014014752,0,0
18,61,672,Bard,PERSON,0.003718678,-0.300000012,0.300000012
19,30,148,Bard,PERSON,0.4467538,0,0
19,33,418,Bard,PERSON,0.004298208,0,0
19,35,229,Bard,PERSON,0.582447946,0.300000012,2.099999905
20,104,609,Bard,PERSON,0.067027748,0.100000001,0.200000003
15,26,346,Bard the Dragon,OTHER,0.006584426,0.100000001,0.100000001
10,54,982,barrels,OTHER,0.013276692,0,0
10,55,287,barrels,OTHER,0.02791699,0,0
10,83,542,barrels,OTHER,0.016133839,0.100000001,0.100000001
10,87,515,barrels,OTHER,0.145191103,0,0.100000001
10,88,514,barrels,OTHER,0.410409629,-0.100000001,0.100000001
10,89,798,barrels,OTHER,0.005308521,0,0
10,90,791,barrels,OTHER,0.166869342,0,0.100000001
10,92,596,barrels,OTHER,0.023674687,0,0
10,93,164,barrels,OTHER,0.047841862,-0.400000006,0.400000006
11,4,407,barrels,OTHER,0.023829998,0,0
11,9,691,barrels,OTHER,0.120567188,0.200000003,0.200000003
11,9,691,barrels,OTHER,0.020001849,0,0
11,12,535,barrels,OTHER,0.015256373,-0.100000001,0.100000001
11,55,555,barrels,OTHER,0.012467399,0,0
3,41,698,bat,OTHER,0.046844121,0,0
6,9,896,bat,OTHER,0.005927144,-0.200000003,0.200000003
13,13,443,bat,OTHER,0.160593063,0,0
14,24,119,bat,OTHER,0.623640537,-0.100000001,0.100000001
14,31,562,bat,OTHER,0.177882046,-0.100000001,0.100000001
18,46,206,bat-cloud,OTHER,0.146372765,0.100000001,0.100000001
8,4,179,bath,OTHER,0.116137527,0,0
2,2,1037,bathrooms,LOCATION,0.005468116,0,0
5,59,450,bats,OTHER,0.009145739,0.300000012,0.300000012
9,6,587,bats,OTHER,0.019038716,0,0
14,48,94,bats,OTHER,0.522975862,0,0.200000003
18,41,531,bats,OTHER,0.020859674,0,0
5,28,67,Batter,OTHER,0.746623635,0.5,0.5
13,99,833,battering-rams,OTHER,0.027638961,0,0
2,135,544,battle,EVENT,0.005917066,0,0
3,77,462,battle,OTHER,0.014390513,0,0
5,3,1136,battle,EVENT,0.009261225,0,0
7,64,816,battle,EVENT,0.009095284,-0.100000001,0.100000001
7,72,357,battle,EVENT,0.076904222,0,0
8,9,379,battle,EVENT,0.015049511,0,0
9,122,367,battle,EVENT,0.018483374,-0.5,0.5
9,126,487,battle,EVENT,0.138962686,0,0
9,141,501,battle,EVENT,0.005320483,-0.100000001,0.100000001
10,1,597,battle,EVENT,0.127773494,0,0
13,11,754,battle,OTHER,0.024400016,-0.100000001,0.100000001
15,12,663,battle,OTHER,0.015765533,0,0
16,2,257,battle,EVENT,0.022192411,0,0
16,18,217,battle,OTHER,0.00795036,0,0
16,19,167,battle,EVENT,0.021281065,0,0
16,20,700,battle,EVENT,0.005890627,0,0
17,5,467,battle,EVENT,0.060970411,0,0
18,31,1008,battle,OTHER,0.004969602,0,0
18,35,506,battle,OTHER,0.011259026,0,0
18,36,378,battle,EVENT,0.040343747,0,0
18,39,132,battle,EVENT,0.034159664,0,0
18,44,1327,battle,EVENT,0.401397109,-0.100000001,0.699999988
18,49,633,battle,EVENT,0.264707416,-0.5,1
18,56,255,battle,EVENT,0.057374552,0.100000001,0.100000001
19,20,624,battle,EVENT,0.005189776,-0.100000001,0.100000001
19,21,933,battle,EVENT,0.006524483,0,0
3,26,425,beard,OTHER,0.028929727,0,0
4,11,522,beard,OTHER,0.108503394,-0.200000003,0.200000003
2,4,1698,Belladonna,PERSON,0.001373817,0,0
2,5,831,Belladonna,PERSON,0.191155091,0,0.100000001
2,16,289,Belladonna,PERSON,0.024664748,0.100000001,0.100000001
2,18,316,Belladonna,PERSON,0.006410679,0,0
8,20,195,Beorn,OTHER,0.021018825,0.100000001,0.100000001
8,40,170,Beorn,PERSON,0.052069657,0,0
8,48,69,Beorn,PERSON,0.802381039,0,0
8,52,92,Beorn,PERSON,0.430080831,0,0.100000001
8,54,342,Beorn,PERSON,0.275931835,0,0.5
8,56,63,Beorn,PERSON,0.587332428,-0.400000006,0.800000012
8,61,119,Beorn,OTHER,0.129490972,-0.100000001,0.100000001
8,63,101,Beorn,PERSON,0.769383252,0,0
8,64,75,Beorn,PERSON,0.074189804,0,0
8,72,129,Beorn,PERSON,0.835456133,0,0.300000012
8,73,64,Beorn,OTHER,0.069493107,-0.300000012,0.300000012
8,77,75,Beorn,PERSON,0.726104438,0.100000001,0.100000001
8,81,660,Beorn,OTHER,0.01532672,0,0
8,84,123,Beorn,OTHER,0.104995266,-0.300000012,0.300000012
8,87,637,Beorn,OTHER,0.004477362,0,0
8,88,238,Beorn,OTHER,0.021714747,0,0
8,91,603,Beorn,PERSON,0.055609584,0.200000003,0.400000006
8,92,1094,Beorn,PERSON,0.019492356,0,0.100000001
8,93,552,Beorn,PERSON,0.0676172,-0.100000001,0.200000003
8,94,595,Beorn,PERSON,0.012297739,-0.100000001,0.300000012
8,96,263,Beorn,OTHER,0.043929391,-0.400000006,0.400000006
8,122,252,Beorn,OTHER,0.292016178,0,0.200000003
8,128,279,Beorn,OTHER,0.034920447,0,0
8,130,371,Beorn,OTHER,0.026236992,0,0.200000003
8,134,1390,Beorn,OTHER,0.03052594,0,0
8,137,452,Beorn,OTHER,0.031796347,0,0
8,138,348,Beorn,PERSON,0.782863081,0,0.699999988
8,139,1261,Beorn,OTHER,0.052166756,0.300000012,0.300000012
8,140,545,Beorn,PERSON,0.191557541,0.100000001,2.799999952
8,142,356,Beorn,OTHER,0.18440038,-0.200000003,0.899999976
8,146,251,Beorn,OTHER,0.08224301,0.100000001,0.100000001
8,147,1324,Beorn,PERSON,0.08967068,-0.100000001,0.600000024
8,148,587,Beorn,PERSON,0.126519158,0,0
8,149,785,Beorn,PERSON,0.008841316,-0.100000001,0.100000001
8,150,1043,Beorn,PERSON,0.008940512,0,0
8,153,682,Beorn,OTHER,0.045408871,0.100000001,0.600000024
9,8,674,Beorn,PERSON,0.112140216,0,0.200000003
9,34,159,Beorn,OTHER,0.068565942,-0.5,0.5
9,55,223,Beorn,OTHER,0.039712094,0,0
9,78,162,Beorn,PERSON,0.134570047,-0.200000003,0.200000003
11,3,1684,Beorn,OTHER,0.00337558,0,0
14,38,415,Beorn,OTHER,0.003367019,0,0
15,39,741,Beorn,PERSON,0.002741714,0,0
19,22,232,Beorn,PERSON,0.686341286,0,0.5
19,23,382,Beorn,OTHER,0.003073185,0,0
19,43,739,Beorn,OTHER,0.045771327,0.100000001,0.200000003
19,51,1185,Beorn,OTHER,0.157226056,0,0.400000006
19,52,282,Beorn,OTHER,0.058366299,0,0
20,40,159,Beorn,OTHER,0.084955975,0,0
10,5,541,berries,OTHER,0.007465518,0,0
10,77,34,berry swells,OTHER,0.581504643,0,0
3,45,459,Bert,PERSON,0.009206659,0,0
3,48,530,Bert,PERSON,0.101000845,0.300000012,0.300000012
3,49,54,Bert,PERSON,0.141776726,0,0
3,55,48,Bert,PERSON,0.447316319,0,0
3,57,277,Bert,PERSON,0.629979789,0,0
3,59,80,Bert,PERSON,0.443479419,0,0
3,62,162,Bert,PERSON,0.626350701,-0.400000006,1.799999952
3,64,77,Bert,PERSON,0.434522629,-0.200000003,0.400000006
3,66,96,Bert,PERSON,0.760868132,0,0
3,67,504,Bert,PERSON,0.019380806,0,0
3,68,261,Bert,PERSON,0.010553397,0,0
3,70,409,Bert,PERSON,0.01209644,0.100000001,0.100000001
3,72,75,Bert,PERSON,0.868769467,0,0.100000001
3,77,462,Bert,PERSON,0.123166904,0,0.200000003
3,80,213,Bert,PERSON,0.006298811,0,0
3,81,95,Bert,PERSON,0.024437813,0,0
3,83,75,Bert,PERSON,0.075300984,0,0
3,84,23,Bert,PERSON,1,0,0
3,86,141,Bert,PERSON,0.022459619,0,0
3,93,117,Bert,PERSON,0.613089025,0,0.100000001
3,95,49,Bert,PERSON,0.151923016,0,0
3,97,41,Bert,PERSON,1,0,0
3,99,53,Bert,PERSON,1,0,0
3,102,45,Bert,PERSON,0.049153633,0,0
3,104,114,Bert,PERSON,0.425366879,-0.100000001,0.100000001
3,106,412,Bert,PERSON,0.336914331,0,0.200000003
20,72,415,Bert,PERSON,0.013155129,0,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2,49,200,Bifur,OTHER,0.066991702,0.100000001,0.100000001
2,50,634,Bifur,OTHER,0.080982417,-0.100000001,0.300000012
2,53,49,Bifur,PERSON,0.156110257,0,0
2,80,757,Bifur,OTHER,0.026302408,0,0
3,73,476,Bifur,PERSON,0.008843853,-0.100000001,0.100000001
3,74,133,Bifur,OTHER,0.145913854,0,0
7,53,1168,Bifur,OTHER,0.002941301,0,0
8,85,116,Bifur,OTHER,0.309224814,0,0
8,86,200,Bifur,PERSON,0.482492685,0,0
9,24,230,Bifur,OTHER,0.011548975,0,0
9,72,556,Bifur,OTHER,0.019015294,0,0
9,119,400,Bifur,OTHER,0.085738271,0,0
9,125,436,Bifur,PERSON,0.051137831,0,0
11,13,403,Bifur,OTHER,0.019736862,0,0
12,27,396,Bifur,PERSON,0.191393688,0,0
13,23,180,Bifur,PERSON,0.276806027,0,0
19,33,418,Bifur,OTHER,0.029373832,0,0
19,39,337,Bifur,OTHER,0.038656048,0,0
2,4,1698,Big People,PERSON,0.017921356,0,0
2,3,629,Bilbo,PERSON,0.051631089,0.600000024,0.600000024
2,5,831,Bilbo,PERSON,0.288560361,0.100000001,1
2,6,931,Bilbo,PERSON,0.250528783,0,0.100000001
2,7,229,Bilbo,PERSON,0.43480745,0,0.200000003
2,8,209,Bilbo,PERSON,0.386298418,0,0
2,10,411,Bilbo,PERSON,0.339490145,0,0
2,12,651,Bilbo,PERSON,0.479561716,-0.100000001,1.299999952
2,16,289,Bilbo,PERSON,0.108474217,0.300000012,0.300000012
2,17,1135,Bilbo,PERSON,0.146990091,0,0.699999988
2,23,368,Bilbo,PERSON,0.030026095,0,0.100000001
2,28,383,Bilbo,PERSON,0.703322828,0,0.600000024
2,33,399,Bilbo,PERSON,0.469304413,0,0.899999976
2,36,265,Bilbo,PERSON,0.738980353,0.100000001,1
2,37,243,Bilbo,PERSON,0.011438495,0.100000001,0.100000001
2,38,313,Bilbo,PERSON,0.012226532,0,0
2,41,81,Bilbo,PERSON,0.456367791,0,0
2,43,556,Bilbo,PERSON,0.342244387,0,0.899999976
2,48,461,Bilbo,PERSON,0.487897128,-0.200000003,0.699999988
2,49,200,Bilbo,PERSON,0.296640784,0,0
2,50,634,Bilbo,PERSON,0.014990877,-0.300000012,0.600000024
2,58,420,Bilbo,PERSON,0.672455847,-0.100000001,0.899999976
2,60,429,Bilbo,PERSON,0.30661124,0,0.100000001
2,66,26,Bilbo,PERSON,1,-0.400000006,0.400000006
2,76,26,Bilbo,PERSON,1,-0.5,0.5
2,78,1047,Bilbo,PERSON,0.054474819,0.100000001,0.800000012
2,80,757,Bilbo,PERSON,0.017701907,0.100000001,0.300000012
2,123,809,Bilbo,PERSON,0.003294791,0,0
2,126,57,Bilbo,PERSON,0.156880781,0,0
2,128,143,Bilbo,PERSON,0.389493108,-0.100000001,0.200000003
2,130,500,Bilbo,PERSON,0.192745075,-0.200000003,1
2,132,266,Bilbo,PERSON,0.023534853,0,0
2,133,992,Bilbo,PERSON,0.034638897,-0.300000012,0.699999988
2,137,379,Bilbo,PERSON,0.588724434,0,0.699999988
2,140,328,Bilbo,PERSON,0.00783512,0,0
2,141,651,Bilbo,PERSON,0.789462924,0,2
2,151,199,Bilbo,PERSON,0.682929575,0,0.200000003
2,159,625,Bilbo,PERSON,0.008156251,0,0
2,160,140,Bilbo,PERSON,0.018067962,0,0
2,173,129,Bilbo,PERSON,0.330828756,0,0.100000001
2,179,59,Bilbo,PERSON,1,0,0
2,184,575,Bilbo,PERSON,0.089770302,-0.100000001,0.100000001
2,190,140,Bilbo,PERSON,0.820859075,-0.100000001,0.899999976
3,1,721,Bilbo,PERSON,0.725093901,0,3.099999905
3,2,560,Bilbo,PERSON,0.402901262,-0.100000001,0.5
3,4,51,Bilbo,PERSON,0.195155129,-0.100000001,0.100000001
3,7,166,Bilbo,PERSON,0.052052252,0,0
3,15,20,Bilbo,PERSON,1,0,0
3,17,29,Bilbo,PERSON,1,0,0
3,19,423,Bilbo,PERSON,0.694774032,0,0.800000012
3,22,246,Bilbo,PERSON,0.013786913,0,0
3,24,200,Bilbo,PERSON,0.903600574,-0.100000001,0.899999976
3,26,425,Bilbo,PERSON,0.072938398,0,0
3,27,462,Bilbo,PERSON,0.070035227,0.100000001,0.300000012
3,28,858,Bilbo,PERSON,0.005925565,0,0
3,29,604,Bilbo,PERSON,0.676290572,0,2.400000095
3,35,516,Bilbo,PERSON,0.035117902,0,0
3,40,382,Bilbo,PERSON,0.053861462,0,0
3,41,698,Bilbo,PERSON,0.611999035,0,0.5
3,42,543,Bilbo,PERSON,0.007592744,0,0
3,46,834,Bilbo,PERSON,0.203715801,0,0.200000003
3,47,464,Bilbo,PERSON,0.890651464,0,1.600000024
3,48,530,Bilbo,PERSON,0.265864074,0.100000001,0.5
3,51,127,Bilbo,PERSON,0.866288364,0,0.200000003
3,58,136,Bilbo,PERSON,0.681486547,0,0
3,60,262,Bilbo,PERSON,0.88191998,0.200000003,2.799999952
3,67,504,Bilbo,PERSON,0.287842542,0,0.100000001
3,68,261,Bilbo,PERSON,0.890263557,0,0.400000006
3,69,203,Bilbo,PERSON,0.037913457,0,0
3,70,409,Bilbo,PERSON,0.009652503,0,0
3,76,133,Bilbo,PERSON,0.43104282,0,0.200000003
3,77,462,Bilbo,PERSON,0.152433425,0.200000003,1.399999976
3,79,645,Bilbo,PERSON,0.029554375,0,0.200000003
3,107,261,Bilbo,PERSON,0.043968745,0.100000001,0.200000003
3,108,344,Bilbo,PERSON,0.064756267,-0.100000001,0.200000003
3,112,314,Bilbo,PERSON,0.753251791,0,0.100000001
3,114,197,Bilbo,PERSON,0.076484479,0,0
3,123,30,Bilbo,PERSON,1,0,0
4,2,140,Bilbo,PERSON,0.439560652,0,0.100000001
4,4,269,Bilbo,PERSON,0.76056546,0.100000001,1.799999952
4,10,371,Bilbo,PERSON,0.014998791,0.300000012,0.300000012
4,11,522,Bilbo,PERSON,0.002521546,0,0
4,13,585,Bilbo,PERSON,0.434726924,0,0.300000012
4,14,177,Bilbo,PERSON,0.533436954,0.100000001,0.300000012
4,31,18,Bilbo,PERSON,1,0.100000001,0.100000001
4,46,603,Bilbo,PERSON,0.199377954,0.200000003,0.800000012
4,53,522,Bilbo,PERSON,0.529718161,0,0.600000024
4,58,555,Bilbo,PERSON,0.058373142,0.100000001,0.400000006
4,60,533,Bilbo,PERSON,0.015628966,0.200000003,0.200000003
5,2,979,Bilbo,PERSON,0.008665392,0.200000003,0.200000003
5,3,1136,Bilbo,PERSON,0.065447554,0,0
5,5,970,Bilbo,PERSON,0.069694206,0.300000012,0.300000012
5,9,524,Bilbo,PERSON,0.013123361,-0.200000003,0.200000003
5,13,1023,Bilbo,PERSON,0.004162816,0.100000001,0.100000001
5,15,528,Bilbo,PERSON,0.847570837,0,2
5,17,534,Bilbo,PERSON,0.122905865,0.200000003,0.899999976
5,18,859,Bilbo,PERSON,0.286654711,-0.100000001,2.700000048
5,32,547,Bilbo,PERSON,0.013678261,0,0
5,33,578,Bilbo,PERSON,0.006078759,0,0
5,36,159,Bilbo,PERSON,0.305925369,0,0.100000001
5,47,231,Bilbo,PERSON,0.401200235,0,0
5,48,333,Bilbo,PERSON,0.357550323,0,0.300000012
5,50,420,Bilbo,PERSON,0.024685966,0,0
5,52,446,Bilbo,PERSON,0.02923831,0,0
5,53,368,Bilbo,PERSON,0.32600072,0.200000003,0.400000006
5,55,101,Bilbo,PERSON,0.576963842,-0.100000001,0.5
5,60,263,Bilbo,PERSON,0.177363828,-0.100000001,0.100000001
5,61,97,Bilbo,PERSON,0.149100244,0,0
6,1,243,Bilbo,PERSON,0.637458861,0,0.100000001
6,8,701,Bilbo,PERSON,0.121957645,0,0
6,9,896,Bilbo,PERSON,0.092885569,-0.699999988,0.699999988
6,13,268,Bilbo,PERSON,0.086432755,0,0
6,14,204,Bilbo,PERSON,0.102738947,-0.100000001,0.5
6,19,146,Bilbo,PERSON,0.645091534,0,0
6,22,201,Bilbo,PERSON,0.913652182,0,0.200000003
6,26,44,Bilbo,PERSON,0.657770932,0,0
6,28,138,Bilbo,PERSON,0.799971938,0,0
6,36,355,Bilbo,PERSON,0.573307216,0,1.100000024
6,43,397,Bilbo,PERSON,0.008411861,0,0
6,54,165,Bilbo,PERSON,0.484053433,0,0.100000001
6,56,77,Bilbo,PERSON,0.673753202,0,0
6,59,567,Bilbo,PERSON,0.26427567,-0.100000001,0.5
6,60,183,Bilbo,PERSON,0.016893802,0,0
6,62,217,Bilbo,PERSON,0.067332022,0,0
6,64,151,Bilbo,PERSON,0.673428237,0,0
6,66,488,Bilbo,PERSON,0.082025848,0,0
6,74,66,Bilbo,PERSON,0.574316084,0.300000012,0.300000012
6,75,281,Bilbo,PERSON,0.007545222,0,0
6,77,209,Bilbo,PERSON,0.855292618,-0.100000001,0.800000012
6,79,201,Bilbo,PERSON,0.870063365,0,0.200000003
6,82,136,Bilbo,PERSON,0.790728569,-0.100000001,0.699999988
6,84,38,Bilbo,PERSON,1,0,0
6,86,84,Bilbo,PERSON,0.717390299,0,0.200000003
6,89,68,Bilbo,PERSON,0.6001665,0,0.100000001
6,90,267,Bilbo,PERSON,0.029563978,-0.200000003,0.200000003
6,91,177,Bilbo,PERSON,0.772296429,0,0.100000001
6,94,518,Bilbo,PERSON,0.704280436,0,1.700000048
6,95,168,Bilbo,PERSON,0.035550136,0.100000001,0.300000012
6,97,173,Bilbo,PERSON,0.195168376,0,0
6,98,57,Bilbo,PERSON,0.199506804,0,0
6,100,371,Bilbo,PERSON,0.36470437,-0.100000001,0.699999988
6,101,231,Bilbo,PERSON,0.51451385,0.200000003,1.100000024
6,106,264,Bilbo,PERSON,0.680401027,0,0.100000001
6,108,139,Bilbo,PERSON,0.456028521,-0.100000001,1
6,109,58,Bilbo,PERSON,0.176451206,0.100000001,0.100000001
6,111,364,Bilbo,PERSON,0.796227157,0,1.600000024
6,113,73,Bilbo,PERSON,0.757254243,0,0
6,115,393,Bilbo,PERSON,0.236757919,-0.100000001,0.899999976
6,117,127,Bilbo,PERSON,0.111387551,0,0
6,118,263,Bilbo,PERSON,0.212984785,0,0.200000003
6,119,40,Bilbo,PERSON,1,0,0
6,121,290,Bilbo,PERSON,0.755182564,0,0.300000012
6,124,201,Bilbo,PERSON,0.817361057,-0.100000001,0.600000024
6,125,417,Bilbo,PERSON,0.362741828,0.100000001,0.800000012
6,126,202,Bilbo,PERSON,0.219339713,-0.5,0.5
6,127,279,Bilbo,PERSON,0.670093656,0,0.699999988
6,129,264,Bilbo,PERSON,0.12931858,-0.100000001,0.300000012
